2023/1/1	-10.11
2023/1/2	-11.94
2023/1/3	-10.28
2023/1/4	-8.44
2023/1/5	-1.72
2023/1/6	-1.61
2023/1/7	-3.78
2023/1/8	-4.11
2023/1/9	-3.11
2023/1/10	-5.78
2023/1/11	-9.61
2023/1/12	-12.72
2023/1/13	-9.28
2023/1/14	-7.61
2023/1/15	-6.5
2023/1/16	-15.11
2023/1/17	-11
2023/1/18	-9.22
2023/1/19	-9.39
2023/1/20	-14.39
2023/1/21	-13.61
2023/1/22	-4.61
2023/1/23	-1.72
2023/1/24	-3.06
2023/1/25	-1.11
2023/1/26	-8.06
2023/1/27	-6.78
2023/1/28	-7.33
2023/1/29	-5.56
2023/1/30	-4.44
2023/1/31	-12.06
2023/2/1	-11.33
2023/2/2	-10.39
2023/2/3	-11.83
2023/2/4	-11.72
2023/2/5	-11.44
2023/2/6	-12.78
2023/2/7	-12.78
2023/2/8	-9.33
2023/2/9	-3.33
2023/2/10	-12.28
2023/2/11	-14.5
2023/2/12	-14.39
2023/2/13	-14.67
2023/2/14	-13.89
2023/2/15	-12.83
2023/2/16	-7.94
2023/2/17	-6.67
2023/2/18	-0.61
2023/2/19	-7.94
2023/2/20	-13
2023/2/21	-3.33
2023/2/22	-10.61
2023/2/23	-9.56
2023/2/24	-6.78
2023/2/25	-10.83
2023/2/26	-11.06
2023/2/27	-9.11
2023/2/28	-1.56
2023/3/1	-6.44
2023/3/2	-3.83
2023/3/4	6.78
2023/3/5	3.17
2023/3/6	3
2023/3/7	1.72
2023/3/8	-0.28
2023/3/9	-2.78
2023/3/10	-0.89
2023/3/11	-0.94
2023/3/12	-2.61
2023/3/13	-4.5
2023/3/14	-2.72
2023/3/15	-5.56
2023/3/16	-6.78
2023/3/17	-4.94
2023/3/18	-1.22
2023/3/19	0.17
2023/3/20	-0.5
2023/3/21	-4.72
2023/3/22	-6.11
2023/3/23	-7.17
2023/3/24	-6.67
2023/3/25	-7.28
2023/3/26	-4.56
2023/3/27	-4.06
2023/3/28	-5.44
2023/3/29	-5.78
2023/3/30	-6.06
2023/3/31	-6.22
2023/4/1	-5.17
2023/4/2	-2.78
2023/4/3	-2.72
2023/4/4	-0.44
2023/4/5	-1.78
2023/4/6	-3.72
2023/4/7	-1.39
2023/4/8	-1.72
2023/4/9	-4.22
2023/4/10	-0.94
2023/4/11	-0.89
2023/4/12	-1.39
2023/4/13	0.67
2023/4/14	3.22
2023/4/15	0.78
2023/4/16	-0.67
2023/4/17	-1.56
2023/4/18	-2.17
2023/4/19	-2.83
2023/4/20	0.61
2023/4/21	-1.44
2023/4/22	0.22
2023/4/23	3.67
2023/4/24	1.39
2023/4/25	1.39
2023/4/26	0
2023/4/27	1.28
2023/4/28	0.72
2023/4/29	2.39
2023/4/30	-0.67
2023/5/1	-0.44
2023/5/2	1.89
2023/5/3	0.5
2023/5/4	2.39
2023/5/5	2.78
2023/5/6	-0.17
2023/5/7	0.89
2023/5/8	1.56
2023/5/9	-0.5
2023/5/10	1.39
2023/5/11	1.94
2023/5/12	0.56
2023/5/13	-0.44
2023/5/14	-1.5
2023/5/15	0.83
2023/5/16	4.5
2023/5/18	2.06
2023/5/19	0.61
2023/5/20	-0.83
2023/5/21	0.17
2023/5/22	1.28
2023/5/23	-1.56
2023/5/24	1.44
2023/5/25	1.61
2023/5/26	0.06
2023/5/27	0.33
2023/5/28	1
2023/5/29	1.11
2023/5/30	3.22
2023/5/31	4.72
2023/6/1	1.67
2023/6/2	0.89
2023/6/3	0.61
2023/6/4	1.22
2023/6/5	1.5
2023/6/6	1.94
2023/6/7	0.11
2023/6/8	0.83
2023/6/9	2.94
2023/6/10	7.67
2023/6/11	5.5
2023/6/12	2.11
2023/6/13	1.89
2023/6/14	3
2023/6/15	1.5
